2020-03-29 22:37:56.609 [main] INFO  skf.core.SEEAbstractFederateAmbassador - SEEAbstractFederateAmbassador Costruttore
2020-03-29 22:39:33.051 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.040; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:34.047 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.050; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:35.088 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.060; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:36.078 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.070; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:37.063 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.080; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:38.050 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.090; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:39.046 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.100; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:40.065 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.110; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:41.050 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.120; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:42.052 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.130; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:43.053 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.140; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:44.072 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.150; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:45.050 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.160; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:46.058 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.170; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:47.048 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.180; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:48.052 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.190; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:49.050 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.200; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:50.051 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.210; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:51.058 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.220; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:52.052 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.230; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:53.051 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.240; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:54.052 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.250; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:55.050 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.260; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:56.044 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.270; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:57.051 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.280; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:58.056 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.290; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:39:59.064 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.300; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:00.066 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.310; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:01.050 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.320; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:02.055 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.330; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:03.051 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.340; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:04.057 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.350; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:05.052 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.360; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:06.050 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.370; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:07.056 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.380; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:08.052 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.390; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:09.071 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.400; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:10.053 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.410; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:11.044 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.420; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:12.044 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.430; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:13.052 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.440; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:14.050 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.450; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:15.052 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.460; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:16.052 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.470; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:17.053 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.480; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:18.061 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.490; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:19.044 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.500; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:20.047 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.510; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
2020-03-29 22:40:21.047 [Thread-2] INFO  skf.core.SEEHLAModule - The Object 'SpaceProbe [name=SpaceProbe, parent_name=AitkenBasinLocalFixed, state=SpaceTimeCoordinateState [translationalState=ReferenceFrameTranslation [position={1.520; 500; 800}, velocity={0; 0; 0}], rotationState=ReferenceFrameRotation [attitudeQuaternion=[0.0 0.0 0.7071 0.7071], angularVelocityVector={0; 0; 0}], time=FloatingPointTime [value=0.0, epoch=TJD, timescale=TT, unit=SECOND]], type=SpaceProbe, temperature=-30.0]' has been updated on the HLA/RTI platform.
